,CATEGORY,SUBCAT,SAMPLE,ORGAN FRACTION,C,H,O,C.1,H.1,O.1,CELL,HCELL,LIGH,LIGO,LIGC,TRIL,CTANN,ignition_delay,transit_distance
139,WASTE MATERIALS,Food industry waste,orange,"skin, air dried",47.76,6.15,41.32,50.15,6.46,43.39,0.4327,0.2945,0.1363,0.0384,0.0002,0.075,0.0229,0.15208642575718204,0.024568523341723072
140,GRASS PLANTS,Grass,Sunflower,Whole crop,44.32,5.27,35.40,52.15,6.21,41.65,0.3722,0.2533,0.0096,0.163,0.0987,0.0724,0.0308,0.13875591780661775,0.021224090080917704
141,GRASS PLANTS,Grass,Alfalfa,Straw,45.43,5.67,39.46,50.16,6.26,43.58,0.4180,0.2842,0.1122,0.0772,0.0004,0.0618,0.0461,0.14763916778883074,0.02416906661745862
142,WASTE MATERIALS,Grass plant waste,Sugarcane,Bagasse,49.01,5.87,43.28,49.93,5.98,44.09,0.4070,0.2764,0.0025,0.1799,0.0308,0.0365,0.0668,0.13718588971973517,0.02374137553903457
143,WASTE MATERIALS,Food industry waste,Pineapple,,47.30,6.03,40.93,50.18,6.4,43.42,0.4266,0.2896,0.1278,0.0535,0.0003,0.0702,0.0319,0.14879647947162128,0.024140701102540484
144,GRASS PLANTS,Grass,SugarCane,Bagasse,47.09,5.63,41.80,49.82,5.96,44.23,0.4091,0.277,0.0022,0.18,0.0285,0.0334,0.0699,0.13529882109836738,0.023669106806375795
145,GRASS PLANTS,Grass,Hay,Grass,45.21,5.73,39.39,50.05,6.34,43.61,0.4046,0.2736,0.0026,0.1806,0.034,0.0372,0.0673,0.1326990274274368,0.02285393188767242
146,GRASS PLANTS,Grass,Tobacco,-,43.08,5.77,37.41,49.94,6.69,43.37,0.4064,0.274,0.0022,0.1808,0.0318,0.0344,0.0703,0.13886728245970248,0.02409888335172081
147,WOOD PLANTS,Softwood,Pine,-,52.60,7.02,40.07,52.76,7.04,40.19,0.4715,0.2069,0.1266,0.0009,0.0189,0.1752,0.0,0.14983497938857926,0.0184296737882384
148,GRASS PLANTS,Grass,Canary grass,Stems,46.07,5.51,42.86,48.78,5.83,45.39,0.4297,0.2884,0.0004,0.1741,0.009,0.0114,0.0869,0.14209465387246362,0.026780690050456656
149,WOOD PLANTS,Softwood,Mixed,-,49.73,5.95,43.40,50.19,6.01,43.8,0.4616,0.1984,0.0488,0.182,0.0364,0.0293,0.0435,0.14526584743435064,0.02687045555506889
150,GRASS PLANTS,Grass,Corn,Whole crop,45.48,5.25,38.48,50.98,5.88,43.14,0.3882,0.2594,0.0042,0.179,0.0609,0.049,0.0593,0.13658139541763448,0.02235565637241636
151,GRASS PLANTS,Grass,Rice,Hull,39.37,4.69,35.94,49.21,5.86,44.93,0.4205,0.2809,0.0008,0.1783,0.0169,0.0181,0.0846,0.13596655051085127,0.024911372476607456
152,GRASS PLANTS,Grass,Miscanthus,-,45.30,5.40,42.48,48.62,5.8,45.59,0.4331,0.2893,0.0002,0.1728,0.0066,0.0066,0.0914,0.1387229972534821,0.026521183109735388
153,GRASS PLANTS,Grass,Rape (Canola-colza),Cake,53.53,7.30,28.32,60.04,8.19,31.76,0.2700,0.18,0.124,0.0019,0.0186,0.4054,0.0,0.08576164716934873,0.005449351652689544
154,WOOD PLANTS,Softwood,Unidentified,-,50.00,6.00,43.60,50.2,6.02,43.78,0.4613,0.1995,0.0508,0.1801,0.0362,0.0301,0.042,0.14452395325988576,0.026652576254143957
155,GRASS PLANTS,Grass,Oat,Straw,46.32,4.90,38.66,51.54,5.45,43.01,0.3135,0.209,0.0023,0.2393,0.0369,0.0,0.1989,0.10368931315800485,0.01651810727826358
156,GRASS PLANTS,Grass,Oat,Straw,46.30,4.90,38.70,51.5,5.45,43.05,0.3149,0.21,0.0004,0.2392,0.0366,0.0,0.1988,0.10660512580214404,0.016974876101601647
157,GRASS PLANTS,Grass,Rape (Canola-colza),Oil filter cake,50.20,6.86,30.79,57.14,7.81,35.05,0.3348,0.2232,0.0971,0.0,0.0144,0.3306,0.0,0.10373329878023772,0.007916792235768761
158,GRASS PLANTS,Other,Chaparral,-,46.90,5.08,40.17,50.9,5.51,43.59,0.3410,0.2273,0.0022,0.2126,0.0328,0.0,0.1839,0.11024203882712146,0.018096960200606402
159,GRASS PLANTS,Grass,Mustard,Shell,46.20,6.21,32.19,54.61,7.34,38.05,0.3758,0.2505,0.1173,0.0019,0.0176,0.2368,0.0,0.1261894812308798,0.012508059658907635
160,GRASS PLANTS,Grass,Wheat,Grain,45.80,5.05,41.05,49.84,5.5,44.67,0.3890,0.2594,0.0009,0.0909,0.014,0.0,0.2457,0.128091981028666,0.019551454077753088
161,WOOD PLANTS,Hardwood,Walnut,-,49.72,5.63,43.14,50.48,5.72,43.8,0.4601,0.1648,0.0073,0.1959,0.0655,0.0052,0.1011,0.14170218372745663,0.02630085972304507
162,GRASS PLANTS,Vegetables,Aubergine (Eggplant),-,42.09,4.56,37.95,49.75,5.39,44.86,0.3952,0.2634,0.0003,0.0038,0.0006,0.0,0.3367,0.12756677252747328,0.016451901731122875
163,GRASS PLANTS,Grass,Wheat,Straw,46.71,5.28,42.23,49.58,5.6,44.82,0.3982,0.2655,0.0003,0.1372,0.021,0.0,0.1778,0.13991379845881363,0.023808657477930144
164,GRASS PLANTS,Grass,Barley,Straw,46.20,5.70,41.27,49.59,6.12,44.3,0.3991,0.2661,0.0016,0.1055,0.0164,0.0,0.2114,0.13157561326000966,0.021261086203633914
165,GRASS PLANTS,Grass,Miscanthus,-,47.90,5.50,43.33,49.52,5.69,44.79,0.4017,0.2678,0.0009,0.1074,0.0166,0.0,0.2056,0.13595437431923307,0.022248636159622633
166,GRASS PLANTS,Grass,Ryegrass,Straw,46.65,5.79,41.86,49.47,6.14,44.39,0.4037,0.2691,0.0008,0.1094,0.0168,0.0,0.2001,0.14296097693253582,0.023608316031526407
167,GRASS PLANTS,Vegetables,Topinambur (Jerusalem artichoke),Whole crop,44.96,5.09,41.36,49.18,5.57,45.25,0.4170,0.278,0.001,0.0699,0.0108,0.0,0.2232,0.14102845219497426,0.022587377011427767
168,GRASS PLANTS,Vegetables,Cucumber plant,-,33.81,3.87,31.12,49.14,5.63,45.23,0.4174,0.2783,0.0004,0.1104,0.0169,0.0,0.1767,0.1466526661430127,0.025243463855963415
169,GRASS PLANTS,Grass,Amaranth,-,41.14,4.75,38.90,48.52,5.6,45.88,0.4461,0.2974,0.0008,0.0195,0.0031,0.0,0.2331,0.16452336005763973,0.0262549917490202
170,GRASS PLANTS,Grass,Corn,Straw,45.60,5.40,43.20,48.41,5.73,45.86,0.4483,0.2989,0.0013,0.1004,0.0155,0.0,0.1356,0.16185729344556565,0.03007071077145837
171,GRASS PLANTS,Grass,Hemp (canhamo),Whole crop,44.50,5.36,43.05,47.89,5.77,46.34,0.4707,0.3138,0.0005,0.0741,0.0114,0.0,0.1295,0.16923007762980283,0.032178613127383654
172,WOOD PLANTS,Hardwood,Walnut,-,49.98,5.71,43.35,50.46,5.77,43.77,0.4597,0.1701,0.0136,0.1951,0.0621,0.0093,0.0899,0.14765761212913814,0.02740201238710331
173,GRASS PLANTS,Grass,Reed,-,45.46,5.50,44.96,47.39,5.74,46.87,0.4928,0.3286,0.0003,0.0339,0.0052,0.0,0.1391,0.18825342878090304,0.03588456452868088
174,GRASS PLANTS,Grass,Oat,screenings,46.54,6.38,40.86,49.63,6.8,43.57,0.4988,0.3325,0.0316,0.0001,0.0047,0.1324,0.0,0.17248722693612623,0.0241180007449958
175,GRASS PLANTS,Grass,Bamboo,Sawdust,46.04,5.74,46.16,47.01,5.86,47.13,0.5085,0.339,0.0006,0.0423,0.0066,0.0,0.1031,0.19167744047853774,0.03891564313091254
176,GRASS PLANTS,Grass,Bean,Straw,43.04,5.61,44.94,45.99,5.99,48.02,0.5515,0.3677,0.0,0.0256,0.0039,0.0,0.0513,0.23610473296372153,0.053442630059974856
177,GRASS PLANTS,Garden Plants,Lupin,flowers,34.60,3.78,36.90,45.96,5.02,49.02,0.5531,0.3688,0.0001,0.0148,0.0023,0.0,0.0609,0.23688456662362975,0.05306068870121162
178,GRASS PLANTS,Grass,Rice,Husk,37.88,5.19,38.03,46.71,6.4,46.9,0.5618,0.3746,0.0085,0.0002,0.0013,0.0536,0.0,0.22230948445606977,0.043183007431835785
179,GRASS PLANTS,Grass,Orchard,-,47.95,5.69,42.86,49.69,5.9,44.41,0.4108,0.2736,0.0014,0.1811,0.027,0.026,0.0801,0.14105837077435376,0.02502568174677066
180,WOOD PLANTS,Hardwood,Walnut,-,49.80,5.82,43.25,50.37,5.89,43.74,0.4595,0.1834,0.0304,0.1908,0.0514,0.0193,0.0651,0.14389067223102325,0.026646556002286045
181,GRASS PLANTS,Grass,Amaranth,-,42.20,5.00,38.30,49.36,5.85,44.8,0.4172,0.2762,0.0008,0.1798,0.0203,0.0181,0.0877,0.13544103893825982,0.024606787448030253
182,GRASS PLANTS,Grass,Rye,Straw,47.25,5.59,42.76,49.43,5.85,44.72,0.4156,0.2745,0.0008,0.1804,0.022,0.0187,0.0881,0.14453287450226074,0.0261598974731759
183,GRASS PLANTS,Grass,Barley,Straw,46.79,5.53,41.94,49.64,5.87,44.49,0.4114,0.2716,0.001,0.1815,0.0265,0.0224,0.0856,0.1361532173619673,0.024294935697158324
184,GRASS PLANTS,Grass,Banagrass,-,47.31,5.58,41.93,49.89,5.89,44.22,0.4065,0.2679,0.0013,0.1824,0.0324,0.0263,0.0831,0.1383373022004741,0.024296057145639025
185,GRASS PLANTS,Grass,Wheat,Whole crop,46.71,5.50,41.21,50.0,5.89,44.11,0.4043,0.2654,0.0014,0.1828,0.0354,0.027,0.0837,0.14096405060801825,0.0246354969524741
186,GRASS PLANTS,Grass,Corn,Cob,47.79,5.64,44.71,48.7,5.75,45.56,0.4306,0.2818,0.0,0.1745,0.0088,0.002,0.1022,0.1403485345374371,0.02684970888159294
187,WOOD PLANTS,Hardwood,Cherry tree,-,49.52,5.81,42.97,50.38,5.91,43.71,0.4591,0.1856,0.0337,0.1884,0.0508,0.0211,0.0614,0.14633181208903234,0.02711671305488359
188,WASTE MATERIALS,Food industry waste,Sugarcane ,Fiber,44.56,5.19,33.88,53.28,6.2,40.52,0.3603,0.2348,0.0096,0.1363,0.1596,0.0724,0.027,0.1581977024046522,0.023443043107578172
189,WASTE MATERIALS,Food industry waste,Wheat, Dust,41.98,5.17,35.70,50.67,6.24,43.09,0.4010,0.2603,0.1139,0.1021,0.0006,0.0608,0.0614,0.14571706566464304,0.02338522740910883
190,WOOD PLANTS,Hardwood,Coffee,Husk,44.98,5.24,43.07,48.22,5.62,46.17,0.5286,0.2319,0.0006,0.0026,0.0005,0.0,0.2357,0.16787331020913585,0.027966095011525204
191,GRASS PLANTS,Grass,Flax,Straw,48.24,5.62,41.23,50.73,5.91,43.36,0.3909,0.2518,0.0019,0.1819,0.0573,0.0334,0.0829,0.13203022983699167,0.022168734687168547
192,WASTE MATERIALS,Other waste,Domestic Organic Waste,,48.10,5.91,40.74,50.77,6.24,43.0,0.3987,0.2565,0.1158,0.1042,0.0006,0.0615,0.0627,0.13730714009127376,0.021904274443936108
193,WOOD PLANTS,Softwood,Birch,-,49.85,6.72,42.54,50.3,6.78,42.92,0.4584,0.2081,0.0676,0.1625,0.0358,0.037,0.0306,0.147569744486465,0.026930726049088617
194,WASTE MATERIALS,Wood waste,Residues containing adhesives,,49.20,6.12,41.45,50.84,6.32,42.83,0.4043,0.2582,0.1302,0.0861,0.0005,0.0688,0.0519,0.14660307314756132,0.02319548428370963
195,WASTE MATERIALS,Other waste,Waste materials,,48.30,5.70,40.80,50.95,6.01,43.04,0.3731,0.236,0.0839,0.1633,0.0009,0.0441,0.0987,0.11958268222214925,0.019211232169482347
196,GRASS PLANTS,Grass,Sugarcane,Bagasse,-,-,-,50.98,6.04,42.98,0.3862,0.244,0.0016,0.1801,0.0671,0.0314,0.0897,0.1391799217222202,0.023211202833666417
197,WOOD PLANTS,Hardwood,Eucalyptus,-,-,-,-,50.61,6.05,43.34,0.4571,0.1725,0.0186,0.1861,0.0692,0.0121,0.0844,0.15124432434528012,0.027890196539832632
198,GRASS PLANTS,Grass,Knotgrass,-,47.07,5.41,39.90,50.95,5.86,43.19,0.3864,0.2427,0.0014,0.18,0.0667,0.0291,0.0937,0.13528515038494143,0.02261761179093618
199,GRASS PLANTS,Grass,Knotgrass,-,47.30,5.44,40.09,50.95,5.86,43.19,0.3864,0.2427,0.0014,0.18,0.0667,0.0291,0.0937,0.13528515038494143,0.02261761179093618
200,WOOD PLANTS,Softwood,Beech,-,49.69,6.07,42.80,50.42,6.16,43.43,0.4571,0.1966,0.0515,0.1745,0.0465,0.0296,0.0442,0.14587171534543247,0.02674592632832962
201,GRASS PLANTS,Grass,Sugarmillet,Whole crop,46.10,5.30,40.20,50.33,5.79,43.89,0.3967,0.2484,0.0006,0.1824,0.0476,0.0182,0.106,0.14136792454128383,0.02451741240792136
202,GRASS PLANTS,Grass,Sunflower,Residue,57.56,6.48,30.85,60.66,6.83,32.51,0.2357,0.1474,0.0823,0.0,0.351,0.1835,0.0,0.18220359248037668,0.017054729508825927
203,WASTE MATERIALS,Food industry waste,Coffee ,Husk,49.36,6.10,41.17,51.09,6.31,42.61,0.3974,0.2483,0.1338,0.0936,0.0005,0.0696,0.0566,0.12995233018277508,0.02029400324805559
204,GRASS PLANTS,Grass,Knotgrass,-,47.10,5.40,39.90,50.97,5.84,43.18,0.3858,0.2404,0.0012,0.1794,0.0682,0.0271,0.0979,0.13782911204267803,0.023052652068417143
205,GRASS PLANTS,Grass,Wheat,Straw Pellets,43.48,4.89,39.43,49.52,5.57,44.91,0.4116,0.2561,0.0,0.1799,0.0275,0.0024,0.1225,0.14423368885364746,0.02638746494162864
206,GRASS PLANTS,Grass,Sorghum,-,45.81,5.26,41.02,49.74,5.71,44.54,0.4071,0.2532,0.0001,0.181,0.0328,0.0061,0.1197,0.13451400953521486,0.02422890128866187
207,GRASS PLANTS,Grass,Miscanthus,-,47.67,5.46,41.38,50.44,5.78,43.78,0.3944,0.2452,0.0006,0.1817,0.0515,0.0179,0.1087,0.13949752851984476,0.024036200417798213
208,GRASS PLANTS,Grass,Sunflower,Straw,44.62,5.10,37.15,51.36,5.87,42.77,0.3800,0.236,0.0016,0.1757,0.0821,0.032,0.0927,0.13705776643119166,0.022464487783896384
209,GRASS PLANTS,Grass,Verge grass,Pellets,41.39,4.71,33.94,51.71,5.89,42.4,0.3751,0.2317,0.0019,0.1707,0.0962,0.0354,0.089,0.13767086617234464,0.022173903997817605
210,GRASS PLANTS,Grass,Rape (Canola-colza),Whole crop,44.70,5.10,37.80,51.03,5.82,43.15,0.3846,0.2374,0.001,0.1784,0.0709,0.0252,0.1025,0.14195398643814508,0.023727286713430697
211,GRASS PLANTS,Grass,Energy Grass,-,45.70,5.20,37.10,51.93,5.91,42.16,0.3723,0.2298,0.0023,0.1671,0.1053,0.0382,0.085,0.1389708497985645,0.022144592333178458
212,GRASS PLANTS,Other,Lucerne,Whole crop,45.80,5.20,37.20,51.93,5.9,42.18,0.3723,0.2289,0.0021,0.1669,0.1055,0.037,0.0872,0.14219804978243603,0.02265952131660989
213,GRASS PLANTS,Grass,Corn,Cob,48.25,5.51,42.44,50.16,5.72,44.12,0.3989,0.2452,0.0002,0.181,0.0442,0.0099,0.1205,0.14047870303729804,0.02470256225269702
214,WASTE MATERIALS,Wood waste,Residues containing particle boards,,49.80,6.05,39.43,52.27,6.35,41.38,0.3683,0.2262,0.0026,0.1601,0.1208,0.0412,0.0807,0.1430144217370169,0.022488786808023135
215,GRASS PLANTS,Grass,Miscanthus,Sillage,47.46,5.82,42.16,49.73,6.09,44.18,0.4069,0.2496,0.0,0.1796,0.0332,0.0018,0.1288,0.13901922489011356,0.02508431041744542
216,WOOD PLANTS,Hardwood,Willow,-,49.29,5.98,42.72,50.3,6.1,43.6,0.4567,0.2319,0.1131,0.1131,0.023,0.0525,0.0098,0.1532587848529206,0.0272543645242982
217,GRASS PLANTS,Other,Unidentified,-,38.91,4.38,28.26,54.38,6.12,39.5,0.3556,0.2165,0.0069,0.0856,0.2404,0.0614,0.0336,0.19141709639382506,0.027832928644078284
218,GRASS PLANTS,Grass,Barley,Straw,46.86,5.31,40.12,50.77,5.75,43.47,0.3880,0.2359,0.0005,0.1786,0.0634,0.0167,0.117,0.13851487343094307,0.023524082716489852
219,GRASS PLANTS,Grass,Sorghum,Stalk,46.07,5.76,40.63,49.83,6.23,43.94,0.4046,0.2455,0.0,0.1788,0.0362,0.0005,0.1343,0.13132634856140013,0.023549259362165786
220,GRASS PLANTS,Grass,Barley,Straw,46.90,5.30,40.10,50.81,5.74,43.45,0.3873,0.2342,0.0004,0.1779,0.0649,0.0158,0.1196,0.12719372956270367,0.021499756094479957
221,GRASS PLANTS,Grass,Flax,Straw,47.80,5.40,41.60,50.42,5.7,43.88,0.3937,0.2381,0.0002,0.1792,0.0526,0.0094,0.1267,0.13740566240748878,0.02382158665205404
222,GRASS PLANTS,Grass,Field Grass,-,46.72,5.25,36.13,53.04,5.96,41.01,0.3611,0.218,0.0033,0.1384,0.1608,0.0453,0.0732,0.15915940593132588,0.024336054541605815
223,GRASS PLANTS,Grass,bean plant,-,42.86,4.81,33.18,53.01,5.95,41.04,0.3612,0.2175,0.0031,0.1389,0.1598,0.0443,0.0753,0.15367242484696253,0.023540568927151315
224,GRASS PLANTS,Grass,Field Grass,-,46.31,5.20,35.82,53.03,5.95,41.02,0.3610,0.2173,0.0031,0.1382,0.1609,0.0443,0.0752,0.1508214071332405,0.02306470297368998
225,WASTE MATERIALS,Wood waste,Particle Board,,48.60,6.08,39.65,51.52,6.45,42.03,0.3997,0.2399,0.1663,0.068,0.0004,0.0843,0.0414,0.13998532492585372,0.021279403523398986
226,WOOD PLANTS,Hardwood,Willow,-,48.98,5.99,42.09,50.46,6.17,43.37,0.4539,0.2149,0.0858,0.1431,0.0373,0.0429,0.022,0.14842806049496052,0.026672372644887497
227,WOOD PLANTS,Softwood,Fir,-,50.35,6.14,43.18,50.52,6.16,43.32,0.4527,0.2131,0.0845,0.1438,0.0405,0.0421,0.0233,0.15262369582565966,0.027407859894266685
228,GRASS PLANTS,Grass,Miscanthus,-,48.49,5.42,41.81,50.66,5.66,43.68,0.3888,0.2298,0.0001,0.1755,0.0613,0.0067,0.1378,0.1382236994215347,0.023702509748916915
229,GRASS PLANTS,Grass,Sunflower,Hull (seed),50.05,5.58,42.37,51.07,5.7,43.23,0.3823,0.2259,0.0003,0.1731,0.0753,0.0129,0.1302,0.1402033744551561,0.02348341476071502
230,GRASS PLANTS,Grass,Tobacco,Stalk,49.30,5.50,42.30,50.77,5.66,43.56,0.3868,0.2277,0.0001,0.1744,0.0652,0.0074,0.1383,0.13892697835274848,0.023684230872003043
231,WASTE MATERIALS,Wood waste,Salt impregnated wood,,51.00,6.24,41.22,51.8,6.34,41.86,0.3821,0.2235,0.1554,0.0999,0.0006,0.0774,0.0611,0.13259234689236485,0.020046111660545977
232,WASTE MATERIALS,Wood waste,Fir treated,,50.19,6.24,40.44,51.81,6.44,41.75,0.3913,0.2287,0.1718,0.0758,0.0005,0.0855,0.0464,0.1347923597961925,0.020261028187657678
233,WASTE MATERIALS,Food industry waste,Tea,,49.85,5.64,40.51,51.92,5.88,42.2,0.3354,0.1941,0.0834,0.2136,0.0013,0.0412,0.131,0.11277111446648741,0.017451775275148587
234,WOOD PLANTS,Hardwood,Oak,-,49.89,5.98,42.57,50.68,6.07,43.24,0.4509,0.2012,0.0668,0.1556,0.0549,0.0348,0.0357,0.1540524904071576,0.027864527470012453
235,WOOD PLANTS,Hardwood,Ailanthus,-,49.50,6.20,42.30,50.51,6.33,43.16,0.4504,0.2343,0.1303,0.097,0.0256,0.0557,0.0067,0.14901982433729427,0.026161427104690854
236,WOOD PLANTS,Softwood,Spruce,-,51.06,5.75,42.29,51.52,5.8,42.67,0.4495,0.1646,0.0145,0.1327,0.1292,0.0084,0.1013,0.16593520574568207,0.029415248787212734
237,WOOD PLANTS,Hardwood,Sycamore,-,-,-,-,50.75,6.11,43.14,0.4488,0.2051,0.0766,0.1466,0.0546,0.038,0.0302,0.14990064715128698,0.026955236737117395
238,WOOD PLANTS,Hardwood,Poplar,-,49.93,6.10,42.26,50.8,6.21,43.0,0.4454,0.216,0.1024,0.1251,0.0472,0.0461,0.0178,0.1522398705835017,0.026996092816809817
239,WASTE MATERIALS,Wood waste,Forest residue,chips,51.30,6.10,40.84,52.22,6.21,41.57,0.3584,0.2016,0.1442,0.1392,0.0009,0.0699,0.0857,0.11919214648743992,0.01784577467805848
240,GRASS PLANTS,Grass,alfalfa,-,45.92,5.21,36.72,52.27,5.93,41.8,0.3703,0.2074,0.1686,0.1061,0.0007,0.0815,0.0654,0.12963843917206086,0.01921906603817487
241,GRASS PLANTS,Grass,Intensive Grass,-,45.11,4.90,36.81,51.96,5.64,42.4,0.3681,0.2061,0.0002,0.1529,0.1134,0.0106,0.1488,0.14787455054864893,0.023704247804028095
242,WOOD PLANTS,Softwood,Pine,-,-,-,-,51.09,6.08,42.83,0.4435,0.1992,0.0745,0.1379,0.0742,0.0355,0.0352,0.16136587455157617,0.02876346235590849
243,WASTE MATERIALS,Wood waste,Furniture waste,,50.88,6.13,40.23,52.32,6.3,41.37,0.3641,0.2028,0.1618,0.1191,0.0008,0.0779,0.0735,0.12487154338887786,0.018519684874982758
244,WASTE MATERIALS,Food industry waste,Grain screenings,,46.31,6.33,35.71,52.42,7.16,40.42,0.3719,0.2053,0.1824,0.0943,0.0006,0.0873,0.0583,0.12528728029782127,0.018357900282531342
245,WASTE MATERIALS,Wood waste,Mixed,,50.70,5.91,40.09,52.43,6.11,41.46,0.3429,0.1892,0.1327,0.1673,0.001,0.0635,0.1034,0.110201219028753,0.016442508018997107
246,WOOD PLANTS,Unidentified,Unidentified,-,51.38,5.88,42.22,51.65,5.91,42.44,0.4433,0.1796,0.0428,0.1213,0.125,0.0211,0.0669,0.17343686759641042,0.03061497720879464
247,WOOD PLANTS,Softwood,Fir,-,50.40,5.80,41.40,51.64,5.94,42.42,0.4421,0.1825,0.0489,0.1207,0.1213,0.0235,0.0609,0.17189719918609314,0.030298774450675553
248,WASTE MATERIALS,Food industry waste,Grape ,skins/seeds air dried,48.33,5.95,37.75,52.52,6.47,41.02,0.3749,0.2052,0.1947,0.0816,0.0005,0.0926,0.0505,0.12471459655762522,0.018196976346160357
249,GRASS PLANTS,Grass,Alfalfa,-,44.20,5.89,36.25,51.19,6.83,41.98,0.4279,0.2333,0.1829,0.0594,0.0338,0.0609,0.0018,0.1559411113538279,0.026595449211920367
250,WASTE MATERIALS,Wood waste,Uncontaminated waste wood,,49.60,6.10,42.36,50.58,6.22,43.2,0.4471,0.2436,0.159,0.067,0.0195,0.0618,0.0021,0.15898877956807492,0.027440067004004684
251,ALGAE,Algae,Monodus,-,54.65,6.66,23.44,64.49,7.86,27.66,0.0771,0.0419,0.4786,0.0043,0.0714,0.3268,0.0,0.0716923463196572,0.005923004547211842
252,ALGAE,Algae,Chrorella,Residue after hot water extraction,54.73,6.96,22.06,65.35,8.31,26.34,0.0960,0.0521,0.3653,0.0096,0.0555,0.4215,0.0,0.07102308434467233,0.004747435247122975
253,ALGAE,Algae,Chrorella,-,53.72,7.27,20.84,65.65,8.89,25.46,0.1527,0.0829,0.1873,0.0058,0.0286,0.5427,0.0,0.06342870752652437,0.003039655988413295
254,ALGAE,Algae,Monodus,Residue after extraction III,41.87,5.69,17.00,64.85,8.81,26.33,0.1743,0.0947,0.1747,0.0033,0.0263,0.5267,0.0,0.06285331324569211,0.003103400197047717
255,ALGAE,Algae,Chrorella,Residue after ethanol extraction,50.61,6.80,22.35,63.45,8.53,28.02,0.1968,0.1069,0.1908,0.0056,0.0291,0.4709,0.0,0.07536494247954156,0.004273825504205727
256,ALGAE,Algae,Synechococcus,Residue after PE extraction,51.46,6.97,23.70,62.65,8.49,28.86,0.2235,0.1214,0.1663,0.001,0.0248,0.4629,0.0,0.07840729025664714,0.004464312562168704
257,ALGAE,Algae,Synechococcus,Residue after PC extraction,51.96,7.08,23.74,62.78,8.55,28.67,0.2255,0.1225,0.1515,0.0022,0.0227,0.4756,0.0,0.07448002297879429,0.004099994507754449
258,ALGAE,Algae,Synechococcus,-,51.14,7.30,24.66,61.54,8.79,29.68,0.3031,0.1646,0.0021,0.0011,0.0005,0.5286,0.0,0.07906794989720577,0.0035089098979278334
259,WASTE MATERIALS,Food industry waste,Coffee,,58.36,8.03,31.15,59.83,8.24,31.93,0.3050,0.1657,0.0991,0.0,0.0147,0.4154,0.0,0.09063884021883573,0.005654482611898241
260,ALGAE,Algae,Microalgae,,52.83,7.23,28.90,59.38,8.13,32.49,0.3098,0.1683,0.1109,0.0012,0.0166,0.3933,0.0,0.09588579184650625,0.006355436693252391
261,WASTE MATERIALS,Food industry waste,Olive,pomace pellets,51.42,6.56,34.38,55.67,7.1,37.22,0.3338,0.1813,0.2545,0.0072,0.0388,0.1844,0.0,0.12911069740022324,0.014981375558487357
262,WASTE MATERIALS,Food industry waste,Grapefruit,skin,51.66,6.59,35.53,55.09,7.03,37.88,0.3488,0.1894,0.2493,0.0048,0.0376,0.1702,0.0,0.12819220563272063,0.015453804558738595
263,WASTE MATERIALS,Food industry waste,Brewing industries,,51.10,6.87,32.52,56.47,7.59,35.94,0.3606,0.1959,0.1357,0.0022,0.0204,0.2852,0.0,0.11203729665439711,0.009877369023602554
264,WASTE MATERIALS,Grass plant waste,Rape residues,,50.10,6.89,30.84,57.05,7.84,35.11,0.3673,0.1995,0.0838,0.0005,0.0125,0.3365,0.0,0.11501727251453478,0.00877058910089186
265,WASTE MATERIALS,Other waste,Animal Waste,,42.70,5.50,31.30,53.71,6.92,39.37,0.3901,0.2119,0.2077,0.0079,0.0319,0.1505,0.0,0.13570941365455855,0.01747501946934345
266,WASTE MATERIALS,Wood waste,Mixed softwood residues,,52.73,7.10,36.42,54.78,7.38,37.84,0.4023,0.2185,0.1161,0.0016,0.0174,0.244,0.0,0.12281911112499339,0.012112548875005505
267,GRASS PLANTS,Grass,Hay,-,47.07,5.96,38.03,51.69,6.55,41.76,0.4254,0.2311,0.233,0.0018,0.0348,0.074,0.0,0.1598614685986174,0.02603051318177045
268,WASTE MATERIALS,Wood waste,Forest residue,chips,51.00,5.80,38.20,53.68,6.11,40.21,0.4279,0.2324,0.1064,0.0024,0.0161,0.2147,0.0,0.13799226742645032,0.014835048943607132
269,WASTE MATERIALS,Food industry waste,Tea Waste,,48.60,5.50,44.00,49.54,5.61,44.85,0.4304,0.2338,0.0008,0.1397,0.0215,0.0,0.1738,0.14386022255001657,0.025010381642162238
270,GRASS PLANTS,Grass,Alfalfa,Stems,47.21,6.01,38.52,51.46,6.55,41.99,0.4350,0.2363,0.2163,0.004,0.0326,0.0758,0.0,0.16625873172787384,0.02707938352085882
271,WASTE MATERIALS,Wood waste,Fiberboard,,49.40,6.46,39.26,51.93,6.79,41.27,0.4444,0.2414,0.1629,0.0018,0.0244,0.125,0.0,0.15305698129294482,0.02156957202617785
272,WASTE MATERIALS,Food industry waste,orange,husk,51.42,7.20,37.16,53.69,7.52,38.8,0.4622,0.251,0.0093,0.0005,0.0014,0.2756,0.0,0.12852995256412506,0.011473387058565756
273,WASTE MATERIALS,Wood waste,Laminated,,49.71,6.08,39.04,52.42,6.41,41.17,0.4692,0.2549,0.0643,0.0001,0.0095,0.2019,0.0,0.14594986057412754,0.016368812255936026
274,ALGAE,Algae,Brown kelp giant,-,27.05,3.74,21.79,51.45,7.11,41.44,0.5015,0.2724,0.0278,0.0006,0.0042,0.1934,0.0,0.15518386437412984,0.017948984024704816
